레슨,일차,영단어,뜻,예문
20. 논리와 사고 (Logic & Thought),Day 6,Rule out,"배제하다, 제외하다",We cannot rule out the possibility.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 1,World,세계,We want to travel around the world.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 1,Country,"나라, 국가",France is a beautiful country.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 1,Flag,국기,Every country has its own flag.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 1,Nation,"국가, 민족",Our nation is growing fast.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 1,International,국제적인,Incheon has a large international airport.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 1,Foreign,외국의,I want to visit a foreign country.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 1,Global,"지구의, 세계적인",We are facing a global climate crisis.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 1,Diversity,다양성,Cultural diversity makes our world richer.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 1,Border,"국경, 경계",We crossed the border by train.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 1,Citizenship,"시민권, 시민 의식",Good citizenship starts with small actions.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 2,Language,언어,How many languages can you speak?
21. 글로벌 사회와 문화 (Global Society & Culture),Day 2,Speak,말하다,They speak Spanish in Mexico.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 2,Native,"태생의, 모국의",English is not my native language.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 2,Accent,억양,He has a strong British accent.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 2,Translate,번역하다,Can you translate this into Korean?
21. 글로벌 사회와 문화 (Global Society & Culture),Day 2,Message,메시지,Music carries a universal message.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 2,Symbol,상징,The dove is a symbol of peace.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 2,Communication,의사소통,Eye contact is important in communication.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 2,Expression,표현,"""Thank you"" is a basic expression."
21. 글로벌 사회와 문화 (Global Society & Culture),Day 2,Interpretation,"해석, 통역",The book allows for many interpretations.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 3,Tradition,전통,We should respect our old traditions.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 3,Culture,문화,Food is a big part of Korean culture.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 3,Custom,관습,Every country has different customs.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 3,Festival,축제,I enjoyed the firework festival.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 3,History,역사,Study history to understand the present.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 3,Modern,현대의,I prefer modern art to classical art.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 3,Ancient,고대의,They found an ancient tomb in the city.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 3,Heritage,유산,Gyeongju is a place of rich cultural heritage.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 3,Globalization,세계화,Globalization connects economies worldwide.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 3,Multicultural,다문화의,We live in a multicultural society.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 4,Peace,평화,Everyone hopes for world peace.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 4,Human rights,인권,We must protect basic human rights.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 4,Help,돕다,Volunteers go abroad to help others.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 4,Share,공유하다,We share the same planet.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 4,Visit,방문하다,Many tourists visit the palace.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 4,Travel,여행하다,I love to travel to new places.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 4,Welcome,환영하다,They gave us a warm welcome.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 4,Cooperation,협력,International cooperation is necessary.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 4,Solidarity,"연대, 결속",The world showed solidarity during the crisis.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 4,Diplomacy,외교,Diplomacy is better than conflict.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 5,Different,다른,People have different points of view.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 5,Same,같은,We are all the same human beings.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 5,Common,"공통의, 흔한",English is a common language.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 5,Respect,존중하다,Respect other cultures and religions.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 5,Together,함께,Let's work together for a better future.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 5,Future,미래,Young people are the leaders of the future.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 5,Goal,목표,Our goal is to build a fair world.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 5,Awareness,인식,Raising environmental awareness is vital.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 5,Tolerance,"관용, 인내",We need tolerance for different ideas.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 5,Perspective,관점,Traveling broadens your perspective.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 6,Bridge the gap,격차를 줄이다,We need to bridge the gap between cultures.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 6,Carry on,계속하다,They decided to carry on their traditions.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 6,Cope with,~에 대처하다,People have to cope with rapid changes.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 6,Hand down,전해 내려오다,The story was handed down through generations.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 6,Mix up,혼동하다,It’s easy to mix up similar customs.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 6,Open up,"마음을 열다, 열리다",Travel helps you open up to new ideas.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 6,Pass on,전달하다,Please pass on the message to others.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 6,Root in,~에 뿌리를 두다,Their beliefs are rooted in history.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 6,Settle down,정착하다,He decided to settle down in a new country.
21. 글로벌 사회와 문화 (Global Society & Culture),Day 6,Stand out,도드라지다,This festival really stands out in the region.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 1,Final,"마지막의, 최종적인",This is the final week of our course.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 1,Last,"마지막의, 지난",I will never forget the last day of school.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 1,Total,"합계의, 전체의",What is the total number of words?
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 1,Whole,"전체의, 모든",I spent the whole day at the library.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 1,Complete,"완료하다, 완전한",I need to complete the project by Friday.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 1,Perfect,완벽한,Practice makes perfect.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 1,Simple,단순한,The solution is quite simple.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 1,Complex,복잡한,The brain is a very complex organ.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 1,Accurate,정확한,Her information was very accurate.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 1,Essential,필수적인,Water is essential for all living things.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 2,Always,항상,I always do my best.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 2,Usually,"보통, 대개",I usually wake up at seven o'clock.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 2,Often,자주,We often go to the park together.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 2,Sometimes,가끔,Sometimes I feel a bit lonely.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 2,Never,결코 ~않다,I have never seen such a beautiful sea.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 2,Quickly,빠르게,She finished her homework quickly.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 2,Slowly,느리게,"Please speak more slowly, please."
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 2,Generally,일반적으로,Koreans generally like spicy food.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 2,Frequently,빈번하게,Trains arrive frequently at this station.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 2,Occasionally,"때때로, 가끔",We occasionally eat out at a restaurant.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 3,First,"첫째로, 처음의","First, let's review the last lesson."
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 3,Second,"둘째로, 두 번째의",The second point is also important.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 3,Next,다음의,What should we do next?
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 3,Then,"그리고 나서, 그때",I ate lunch and then took a nap.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 3,Finally,"마침내, 마지막으로","Finally, we reached our goal."
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 3,Because,~때문에,I stayed home because it was raining.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 3,However,"하지만, 그러나","It was cold; however, we went out."
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 3,Therefore,"그러므로, 따라서","I was sick; therefore, I went to bed."
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 3,Moreover,"게다가, 더욱이","He is smart; moreover, he is kind."
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 3,Consequently,결과적으로,"He didn't study; consequently, he failed."
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 4,Big,큰,I have a big dream for the future.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 4,Small,작은,Even a small change can help.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 4,High,높은,The price of fruit is very high.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 4,Low,낮은,Turn the volume to a low level.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 4,Deep,깊은,The river is too deep to swim in.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 4,Wide,넓은,The road is wide enough for two cars.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 4,Narrow,좁은,The path was too narrow for the truck.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 4,Infinite,무한한,The universe seems to be infinite.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 4,Immense,거대한,The project was an immense success.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 4,Significant,"중요한, 상당한",There is a significant difference.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 5,Success,성공,Practice is the only way to success.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 5,Effort,노력,You should put more effort into it.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 5,Hope,"희망, 바라다",I hope to see you again soon.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 5,Believe,믿다,Believe in yourself and your dreams.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 5,Better,더 나은,Tomorrow will be a better day.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 5,Best,최고인,You are the best student ever.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 5,Beyond,~을 넘어서,Look beyond the present situation.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 5,Achievement,"성취, 업적",This is the greatest achievement of all.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 5,Potential,잠재력,You have the potential to be a leader.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 5,Fulfillment,"성취, 이행",I feel a sense of fulfillment.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 6,Break through,"돌파하다, 극복하다",We finally broke through the obstacles.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 6,Bring out,이끌어내다,Practice brings out the best in you.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 6,Follow through,끝까지 완수하다,You must follow through on your promise.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 6,Get ahead,"앞서 나가다, 성공하다",Hard work helps you get ahead in life.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 6,Keep it up,계속 잘해 나가다,"You're doing great, keep it up!"
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 6,Live up to,~에 부응하다,He tried to live up to his expectations.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 6,Look forward to,~을 고대하다,I look forward to your future success.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 6,Make it,"해내다, 성공하다",I knew you could make it to the end.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 6,Pay off,결실을 맺다,All your efforts will pay off eventually.
22. 종합 성취와 도약 (Final Achievement & Beyond),Day 6,Step up,"강화하다, 한 발 더 나아가다",It's time to step up your game.
